movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0637,Old Battle,TV Series,Family,History,2006,58.0,TV-MA,English,USA,5.5,,,1.0,83.0,True,2021-10-03,False
movie_0638,Quest Family,TV Series,Romance,,2001,65.0,G,English,USA,6.1,,,8.0,25.0,False,2024-05-16,False
movie_0639,Quest Fire,Limited Series,Sport,War,1996,68.0,TV-Y7,English,Canada,4.8,,,11.0,37.0,True,2021-05-03,False
movie_0640,Warrior Legend,Movie,Horror,,2002,88.0,TV-MA,Korean,India,6.1,23331183.0,,,,False,2023-02-28,True
movie_0641,First Dream,TV Series,Thriller,Thriller,2023,62.0,R,English,USA,10.0,,,12.0,54.0,True,2025-01-29,False
movie_0642,Hero Dragon,Limited Series,Romance,,2011,20.0,TV-14,Italian,Canada,,,,3.0,37.0,True,2021-04-26,True
movie_0643,Fire Phoenix,TV Series,Drama,,2018,45.0,TV-Y7,Japanese,South Korea,5.3,,,11.0,91.0,False,2020-09-07,True
movie_0644,Kingdom Hero,TV Series,Mystery,,2010,24.0,NC-17,Italian,South Korea,6.2,,,5.0,197.0,False,2021-12-13,False
movie_0645,Last Secret,Stand-up Comedy,Adventure,Mystery,1991,62.0,TV-G,Korean,France,1.8,,,,,True,2022-11-07,True
movie_0646,King Adventure,Movie,Fantasy,,2015,104.0,TV-MA,English,France,7.5,2435028.0,296405.0,,,True,2021-09-09,False
movie_0647,Story Journey,Movie,Music,,2010,159.0,TV-Y7,French,France,8.2,12844095.0,34444993.0,,,False,2020-10-30,False
movie_0648,An Ice,Movie,Horror,,2012,138.0,TV-Y7,English,USA,4.9,,,,,True,2020-12-17,False
movie_0649,King Battle,TV Series,War,Sport,2014,52.0,TV-Y7,Spanish,UK,,,,6.0,45.0,False,2023-02-22,False
movie_0650,First Kingdom,Movie,Adventure,,2020,99.0,TV-G,English,USA,5.2,182524033.0,3132808.0,,,False,2022-11-28,False
movie_0651,Phoenix Day,Movie,Documentary,Action,2019,114.0,R,English,USA,4.1,386155.0,51575130.0,,,False,2024-02-29,True
movie_0652,Our Night,Movie,History,,2015,102.0,TV-MA,English,USA,10.0,14939487.0,21771252.0,,,False,2024-10-15,True
movie_0653,House Story,Stand-up Comedy,Music,Sci-Fi,1993,334.0,TV-Y,English,South Korea,5.0,,,,,False,2025-06-05,False
movie_0654,Adventure Legend,Stand-up Comedy,Drama,Romance,2011,67.0,TV-Y,English,USA,6.5,,,,,False,2022-12-09,False
movie_0655,Hero Kingdom,Movie,Fantasy,Adventure,1995,166.0,TV-Y,English,USA,7.5,1537325.0,14483384.0,,,True,2022-11-10,False
movie_0656,Phoenix Ice,TV Series,Animation,,2024,63.0,R,English,USA,4.9,,,6.0,132.0,True,2025-03-17,True
movie_0657,Battle Queen,Limited Series,Romance,,2014,52.0,TV-14,English,South Korea,6.5,,,14.0,178.0,True,2024-08-04,False
movie_0658,Empire Love,TV Series,Mystery,,2010,51.0,R,Japanese,USA,,,,5.0,58.0,False,2023-09-05,True
movie_0659,Little Night,TV Series,Sci-Fi,,2009,40.0,TV-14,English,USA,,,,3.0,171.0,True,2025-06-01,False
movie_0660,Fire Secret,Movie,Adventure,,1990,121.0,PG-13,English,South Korea,8.6,,3300259.0,,,True,2023-12-04,False
movie_0661,House Night,Limited Series,Horror,,1992,58.0,NC-17,English,South Korea,6.5,,,3.0,162.0,True,2021-04-22,True
movie_0662,Bright Family,Movie,Documentary,,1997,65.0,TV-MA,English,USA,7.9,10706001.0,1631334.0,,,False,2020-09-13,False
movie_0663,Phoenix Legend,Limited Series,Biography,,2008,32.0,G,English,South Korea,6.5,,,,23.0,True,2025-05-16,False
movie_0664,An Princess,Movie,History,Horror,2020,107.0,TV-G,English,USA,6.5,65169386.0,16858783.0,,,False,2021-08-23,False
movie_0665,Legend Dragon,Movie,Biography,Adventure,2009,136.0,TV-MA,French,South Korea,8.7,8291129.0,10411548.0,,,True,2020-09-13,False
movie_0666,Day City,Documentary,Adventure,,2014,110.0,R,English,India,9.6,,,,,False,2025-04-06,False
movie_0667,Empire Story,Movie,Sci-Fi,,1995,143.0,TV-G,English,USA,6.7,94034621.0,38879782.0,,,False,2023-03-06,False
movie_0668,Day Journey,Movie,Crime,,2013,50.0,TV-PG,Korean,South Korea,3.1,5519943.0,,,,True,2022-02-22,False
movie_0669,Dark Phoenix,TV Series,Biography,,2012,56.0,PG-13,English,France,6.8,,,3.0,123.0,False,2023-11-10,False
movie_0670,Phoenix Queen,Documentary,Drama,,2007,72.0,TV-14,English,India,6.9,,,,,False,2021-11-23,False
movie_0671,War Storm,TV Series,Animation,,2006,57.0,TV-Y,Hindi,USA,6.4,,,9.0,180.0,False,2022-10-25,False
movie_0672,Kingdom Dream,Movie,Biography,,2011,152.0,PG-13,French,Canada,5.6,68373.0,5231163.0,,,False,2023-03-26,False
movie_0673,Fire Hero,Documentary,Fantasy,,2004,141.0,TV-14,Spanish,UK,8.3,,,,,False,2024-04-24,False
movie_0674,Storm Night,TV Series,Adventure,Documentary,1997,77.0,TV-Y,Italian,India,7.1,,,2.0,26.0,False,2022-12-01,False
movie_0675,Phoenix Princess,TV Series,Action,,2019,76.0,NC-17,German,USA,6.3,,,,73.0,True,2021-08-11,True
movie_0676,Dream Hero,Movie,Adventure,Adventure,2004,174.0,TV-Y7,English,France,9.0,416301.0,268961079.0,,,True,2024-02-04,False
movie_0677,Legend Journey,Stand-up Comedy,Adventure,Crime,1991,74.0,TV-MA,Italian,UK,7.7,,,,,False,2021-03-03,False
movie_0678,Secret Legend,Documentary,Documentary,Family,2005,97.0,TV-Y7,French,USA,,,,,,False,2023-06-25,False
movie_0679,Dark Dragon,Documentary,Horror,,2015,87.0,TV-G,English,South Korea,5.2,,,,,False,2024-03-10,False
movie_0680,Battle Dream,Movie,Thriller,,2007,128.0,TV-14,French,USA,7.5,846327.0,36844960.0,,,True,2024-07-20,False
movie_0681,A Family,Stand-up Comedy,Thriller,,2015,27.0,PG,Spanish,Canada,7.4,,,,,False,2024-11-08,False
movie_0682,Old Queen,Movie,Romance,,2013,111.0,G,English,South Korea,,2615689.0,,,,True,2020-11-11,True
movie_0683,Little Dream,Limited Series,Animation,Documentary,1998,61.0,TV-Y7,English,USA,3.7,,,7.0,120.0,True,2024-07-08,True
movie_0684,Dragon Mission,Movie,War,Fantasy,1997,137.0,TV-G,English,USA,4.6,4450850.0,,,,False,2021-01-30,False
movie_0685,Family Mystery,Stand-up Comedy,Romance,,1999,522.0,TV-G,Korean,USA,5.9,,,,,False,2024-12-14,False
movie_0686,Night Princess,TV Series,History,War,1998,12.0,TV-14,English,Canada,6.4,,,11.0,41.0,False,2022-09-21,False
movie_0687,Adventure Warrior,TV Series,Crime,,2014,47.0,TV-PG,English,USA,8.4,,,2.0,57.0,False,2021-10-25,True
movie_0688,Battle Storm,Movie,Animation,,2024,103.0,TV-Y,English,South Korea,4.8,2676591.0,,,,False,2025-07-11,False
movie_0689,City Story,Movie,Western,Drama,2006,97.0,TV-Y,English,Germany,,,,,,False,2022-10-01,True
movie_0690,Secret Family,Documentary,Romance,,1990,100.0,TV-Y,Hindi,France,5.4,,,,,True,2022-11-22,False
movie_0691,Dream Adventure,Movie,Fantasy,,2014,106.0,TV-PG,English,South Korea,6.4,6586991.0,23899749.0,,,False,2025-01-05,False
movie_0692,Little Phoenix,Movie,Fantasy,,2002,83.0,PG-13,English,Germany,6.6,154356219.0,,,,False,2023-02-15,False
movie_0693,Storm Kingdom,Movie,Crime,,2016,149.0,G,Spanish,USA,,,,,,True,2023-09-10,True
movie_0694,Kingdom Day,Movie,Action,,1996,89.0,PG,English,UK,5.9,6072218.0,37239804.0,,,False,2023-01-14,False
movie_0695,Storm Journey,TV Series,Mystery,,2013,52.0,PG,Korean,India,6.6,,,10.0,89.0,False,2021-02-15,False
movie_0696,House Empire,Limited Series,Biography,,2010,54.0,G,Korean,USA,7.2,,,10.0,174.0,False,2023-08-19,False
movie_0697,Journey Fire,TV Series,Music,,2015,38.0,TV-MA,Italian,South Korea,4.0,,,5.0,65.0,False,2020-08-15,False
movie_0698,A Adventure,Movie,Western,Romance,2018,126.0,R,English,USA,4.7,4641680.0,26325930.0,,,False,2023-06-21,False
movie_0699,Our King,TV Series,Western,Family,2007,22.0,PG,English,Canada,8.0,,,4.0,151.0,False,2022-07-22,False
movie_0700,A Secret,Movie,Biography,,1995,94.0,G,English,USA,6.3,1080214.0,26058332.0,,,True,2024-04-09,False
movie_0701,Adventure Mission,Limited Series,Animation,History,2012,74.0,NC-17,Hindi,Canada,4.9,,,2.0,197.0,False,2024-05-08,False
movie_0702,Mystery Legend,Movie,Fantasy,,2007,87.0,TV-MA,German,UK,,55259167.0,210763420.0,,,False,2021-09-30,False
movie_0703,Mystery Legend,Movie,History,,1993,128.0,R,English,Germany,5.6,9853801.0,58384599.0,,,True,2023-12-01,True
movie_0704,Dark Mystery,Movie,Western,,2000,144.0,PG,English,USA,,1579910.0,,,,False,2024-11-06,False
movie_0705,House Secret,Stand-up Comedy,Romance,,2022,61.0,PG-13,Hindi,USA,,,,,,False,2025-03-08,False
movie_0706,New City,Movie,Drama,Mystery,2011,72.0,TV-PG,English,USA,6.4,602601.0,,,,False,2021-03-05,True
movie_0707,Fire Warrior,TV Series,Romance,,2003,29.0,R,Korean,India,2.6,,,3.0,143.0,True,2022-08-16,False
movie_0708,My Love,Movie,Music,,2012,134.0,PG,English,USA,,999917.0,93806.0,,,True,2022-04-17,False
movie_0709,Kingdom Princess,Movie,Sci-Fi,,2011,109.0,TV-PG,English,UK,,,250370.0,,,False,2022-10-06,False
movie_0710,Little Warrior,Movie,Sci-Fi,,2002,104.0,TV-MA,French,USA,8.7,1185845.0,80728679.0,,,False,2024-03-02,False
movie_0711,Empire Kingdom,Movie,Drama,Thriller,1963,92.0,G,German,Japan,7.7,3853848.0,,,,False,2023-11-25,False
movie_0712,A Day,Movie,Family,,1994,28.0,G,Spanish,Canada,,319285.0,,,,True,2023-11-22,True
movie_0713,Princess Quest,Movie,War,,1992,103.0,TV-MA,Spanish,Canada,,,16977476.0,,,True,2024-05-02,True
movie_0714,House Dream,Limited Series,Adventure,Fantasy,2002,47.0,PG,English,USA,7.0,,,7.0,108.0,False,2023-11-18,True
movie_0715,City Mystery,Movie,Horror,,2002,116.0,PG-13,English,USA,5.6,2496199.0,5147384.0,,,False,2024-11-07,False
movie_0716,Love Battle,Stand-up Comedy,War,,2022,91.0,R,English,Germany,4.4,,,,,False,2020-10-15,True
movie_0717,Queen Legend,TV Series,Sport,,1995,40.0,TV-Y,French,UK,5.1,,,14.0,147.0,False,2023-10-17,False
movie_0718,Mystery Dream,TV Series,Sci-Fi,,2018,35.0,TV-MA,French,USA,7.0,,,7.0,66.0,False,2025-04-22,False
movie_0719,Warrior Dream,Movie,Sci-Fi,Drama,1991,99.0,NC-17,English,Germany,,,516398028.0,,,False,2023-10-16,False
movie_0720,Legend War,Stand-up Comedy,Western,History,2007,80.0,PG-13,English,USA,6.5,,,,,True,2023-11-07,False
movie_0721,Dream Dream,TV Series,Horror,,2022,37.0,TV-Y,French,USA,5.9,,,6.0,67.0,False,2024-06-23,False
movie_0722,Battle Mission,TV Series,Romance,,2024,15.0,TV-MA,Japanese,USA,5.6,,,3.0,185.0,True,2022-07-13,False
movie_0723,House Day,Documentary,Thriller,,2000,128.0,TV-MA,Hindi,UK,8.0,,,,,False,2025-02-25,False
movie_0724,War Story,TV Series,War,,2017,26.0,NC-17,English,USA,8.0,,,6.0,93.0,False,2022-01-24,False
movie_0725,Old King,Documentary,Music,,2018,110.0,TV-G,Italian,USA,8.1,,,,,False,2021-03-20,False
movie_0726,The Mystery,Movie,Action,,2021,13.0,PG-13,Korean,South Korea,,,,,,False,2021-01-12,True
movie_0727,Last Journey,TV Series,Western,,2003,41.0,TV-Y,English,UK,8.2,,,1.0,88.0,False,2021-11-22,False
movie_0728,Phoenix Day,Stand-up Comedy,Crime,,1998,89.0,TV-Y7,English,UK,7.6,,,,,False,2025-04-11,False
movie_0729,Big Mission,Limited Series,Sci-Fi,Thriller,2011,47.0,PG-13,English,Canada,7.4,,,5.0,109.0,True,2022-02-03,False
movie_0730,Adventure Fire,Documentary,Comedy,,2000,91.0,R,Spanish,France,5.1,,,,,False,2025-01-19,False
movie_0731,House Mission,Movie,Documentary,,1998,123.0,TV-Y,English,Canada,8.6,821338.0,2563997.0,,,True,2024-10-27,False
movie_0732,Legend Ice,Stand-up Comedy,Mystery,,2000,35.0,TV-PG,English,USA,6.0,,,,,True,2021-03-18,False
movie_0733,Story Love,Movie,Animation,Action,1992,121.0,TV-PG,English,USA,7.2,1205813.0,359088664.0,,,False,2024-08-24,False
movie_0734,Queen Warrior,TV Series,Adventure,,2017,62.0,TV-Y7,English,Canada,6.5,,,3.0,64.0,False,2024-08-15,False
movie_0735,Princess Hero,Documentary,Fantasy,Biography,2001,107.0,PG,German,USA,9.2,,,,,False,2024-04-01,True
movie_0736,Mystery Legend,Stand-up Comedy,Music,,2004,69.0,PG,German,Germany,6.3,,,,,False,2021-09-09,True
movie_0737,Legend Love,Movie,Comedy,,2024,117.0,TV-Y7,Spanish,USA,6.3,3778470.0,57571931.0,,,False,2021-05-31,False
movie_0738,Mission Storm,Movie,Animation,,2020,107.0,TV-G,English,USA,,5259672.0,10814474.0,,,False,2025-01-07,True
movie_0739,Love Warrior,Movie,Action,,2020,121.0,NC-17,Japanese,UK,7.1,3121206.0,3827361.0,,,True,2024-11-14,False
movie_0740,City Mystery,Movie,Animation,,2011,119.0,PG,German,USA,5.5,1882096.0,,,,False,2023-07-31,False
movie_0741,Our Love,Movie,Mystery,,1992,131.0,G,English,UK,4.1,1703864.0,2238705.0,,,False,2023-04-08,False
movie_0742,Battle City,Movie,Thriller,,2009,117.0,TV-MA,English,USA,6.3,4127966.0,782958.0,,,False,2024-10-16,False
movie_0743,Phoenix City,Documentary,Documentary,,2015,68.0,PG,Korean,Japan,8.1,,,,,True,2023-05-29,False
movie_0744,A Adventure,Stand-up Comedy,Documentary,,1994,49.0,G,English,South Korea,,,,,,False,2022-04-19,False
movie_0745,Warrior Mystery,TV Series,Music,Animation,2000,54.0,TV-MA,English,USA,,,,,157.0,False,2025-04-29,True
movie_0746,Fire Journey,Movie,Music,,1995,82.0,TV-MA,Hindi,USA,0.8,954741.0,,,,False,2025-03-09,False
movie_0747,Last King,Movie,Biography,,2000,120.0,PG,Japanese,South Korea,9.3,,,,,False,2023-04-21,False
movie_0748,War Love,Documentary,Western,Sci-Fi,2020,90.0,TV-PG,Italian,South Korea,4.6,,,,,True,2024-12-21,False
movie_0749,Queen Princess,TV Series,Documentary,Horror,2016,32.0,TV-Y,English,USA,6.1,,,14.0,155.0,False,2022-03-17,False
movie_0750,City Dream,TV Series,History,Romance,2021,17.0,TV-Y,English,USA,5.1,,,9.0,97.0,True,2024-03-03,False
movie_0751,City Secret,Movie,Animation,,1997,120.0,TV-MA,German,UK,4.8,19469161.0,,,,False,2024-12-29,False
movie_0752,House Story,Movie,Horror,Sci-Fi,2014,98.0,PG-13,English,USA,4.6,,379710483.0,,,True,2021-12-28,False
movie_0753,Kingdom Fire,Movie,Action,,2002,522.0,PG,English,USA,4.7,3194690.0,33685913.0,,,True,2021-12-26,True
movie_0754,Kingdom Princess,TV Series,Western,Music,2002,38.0,PG-13,Hindi,USA,,,,3.0,94.0,False,2021-08-08,False
movie_0755,Adventure Princess,TV Series,Action,,2005,67.0,TV-Y7,English,UK,3.7,,,14.0,35.0,True,2022-06-13,False
movie_0756,Dark Day,Documentary,Fantasy,Horror,2002,105.0,PG,Spanish,UK,5.9,,,,,True,2025-07-06,False
movie_0757,Old Night,Movie,War,,1994,128.0,TV-Y,Korean,South Korea,6.2,1188048.0,1810400.0,,,False,2022-06-27,False
movie_0758,Quest Mystery,Documentary,Sport,Thriller,2006,124.0,PG-13,English,USA,7.7,,,,,True,2023-08-11,False
movie_0759,Legend King,Documentary,Action,Sci-Fi,2012,75.0,PG-13,Spanish,South Korea,8.1,,,,,False,2025-02-10,False
movie_0760,Empire Love,TV Series,Sci-Fi,,2021,43.0,TV-Y7,English,Japan,7.1,,,8.0,197.0,True,2024-09-23,True
movie_0761,Dragon Day,Movie,Sport,,2005,88.0,PG,Korean,USA,9.5,1505916.0,,,,True,2025-06-16,False
movie_0762,A Mystery,Movie,Family,Western,1997,105.0,R,English,Japan,7.8,2121696.0,,,,True,2021-09-23,False
movie_0763,My Dragon,Movie,Comedy,Family,2007,93.0,TV-PG,Japanese,France,9.2,958475.0,1245159.0,,,False,2023-05-22,True
movie_0764,House Day,Documentary,Biography,History,2011,82.0,TV-14,English,USA,,,,,,True,2024-01-31,True
movie_0765,War Phoenix,TV Series,Documentary,,2003,439.0,TV-Y,German,USA,,,,7.0,6.0,False,2021-05-12,False
movie_0766,Mission Empire,Movie,Fantasy,,2000,131.0,TV-Y7,English,UK,8.4,195174.0,,,,True,2021-04-01,True
movie_0767,Old Fire,Movie,Mystery,,2007,94.0,TV-14,English,USA,6.9,1521182.0,,,,False,2023-07-27,False
movie_0768,Hero Secret,Stand-up Comedy,Biography,Music,2007,60.0,PG,Hindi,UK,,,,,,False,2024-02-26,True
movie_0769,King Day,Movie,Music,,2016,129.0,TV-Y7,English,Canada,7.7,,59950273.0,,,False,2024-06-24,False
movie_0770,Kingdom Dream,Limited Series,Family,Drama,2008,30.0,TV-G,English,USA,5.9,,,8.0,90.0,False,2022-09-27,False
movie_0771,First Quest,Stand-up Comedy,Horror,,1992,30.0,NC-17,English,USA,7.2,,,,,False,2024-07-26,False
movie_0772,The Story,Documentary,Thriller,Fantasy,2012,101.0,PG-13,English,France,5.5,,,,,True,2023-09-03,False
movie_0773,Dragon Princess,TV Series,Mystery,,2022,42.0,G,English,USA,8.8,,,3.0,191.0,False,2022-12-10,False
movie_0774,War Adventure,Movie,War,,2015,105.0,TV-PG,English,USA,7.4,39546152.0,334149698.0,,,False,2020-12-29,False
movie_0775,An Empire,Movie,Biography,,2002,137.0,TV-Y7,English,South Korea,,,289539.0,,,False,2025-04-13,False
movie_0776,My Quest,TV Series,Sport,Sci-Fi,2016,38.0,TV-PG,English,USA,8.6,,,6.0,90.0,False,2023-12-09,False
movie_0777,House Dragon,Movie,Comedy,Drama,2018,73.0,TV-Y,English,USA,6.7,,,,,True,2023-11-30,False
movie_0778,Princess House,TV Series,History,Crime,2012,61.0,PG-13,English,India,,,,,15.0,False,2025-07-18,False
movie_0779,New Family,Stand-up Comedy,Family,Family,2023,70.0,TV-MA,English,South Korea,7.0,,,,,False,2022-12-14,False
movie_0780,Dream Warrior,Movie,Romance,Action,1998,93.0,TV-Y,Spanish,USA,10.0,1359172.0,2925013.0,,,False,2022-07-09,False
movie_0781,First House,Documentary,War,,2003,86.0,TV-14,English,UK,1.7,,,,,True,2021-06-14,False
movie_0782,Last Princess,Movie,Crime,,2020,98.0,R,Hindi,France,8.0,,131032034.0,,,True,2023-12-21,True
movie_0783,Love Journey,Movie,Horror,Animation,2015,109.0,TV-G,Hindi,USA,7.9,23460063.0,256361930.0,,,False,2025-01-08,False
movie_0784,Kingdom Kingdom,Movie,Adventure,,2003,111.0,G,German,Canada,3.0,,,,,False,2025-01-02,False
movie_0785,Dragon Family,TV Series,Adventure,Western,1993,46.0,TV-Y7,English,USA,6.8,,,7.0,101.0,True,2025-08-01,False
movie_0786,War House,Stand-up Comedy,Comedy,,2017,82.0,PG-13,German,France,6.4,,,,,True,2025-06-08,False
movie_0787,An Family,Movie,Animation,,1999,11.0,TV-PG,Italian,USA,6.5,,3662515.0,,,False,2024-02-08,False
movie_0788,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44.0,TV-Y7,Spanish,South Korea,6.0,,,,,True,2021-10-10,False
movie_0789,Adventure Quest,Movie,Action,Drama,1996,123.0,PG,Hindi,UK,5.2,1252871.0,1563002.0,,,False,2025-02-08,False
movie_0790,An Night,Documentary,War,Animation,2020,131.0,TV-Y,English,USA,7.1,,,,,False,2025-01-22,False
movie_0791,City Fire,TV Series,Documentary,,2023,36.0,PG,English,Canada,6.1,,,3.0,144.0,False,2021-05-06,False
movie_0792,Princess King,Movie,Biography,,1998,146.0,TV-PG,English,Japan,6.8,2068155.0,57012483.0,,,False,2025-06-10,False
movie_0793,Bright Secret,TV Series,Sport,,2022,36.0,TV-Y7,Spanish,USA,6.0,,,4.0,69.0,True,2022-11-17,False
movie_0794,Warrior War,Movie,Sport,,1991,102.0,TV-PG,English,Japan,,5565586.0,16023137.0,,,False,2022-10-20,True
movie_0795,Big Fire,Movie,Documentary,,1993,89.0,TV-Y7,Spanish,USA,5.0,52194839.0,10221506.0,,,False,2020-12-09,False
movie_0796,Bright Mystery,Movie,War,Documentary,1999,140.0,TV-14,English,USA,,301637.0,12090436.0,,,True,2022-12-13,False
movie_0797,Fire Night,TV Series,Animation,,1990,29.0,TV-MA,Spanish,USA,6.6,,,9.0,90.0,True,2021-06-06,False
movie_0798,Queen Adventure,Movie,Adventure,Comedy,2019,108.0,TV-PG,English,France,5.5,6555080.0,,,,False,2023-08-25,False
movie_0799,Fire Secret,TV Series,Crime,,1992,39.0,TV-PG,English,USA,8.3,,,11.0,163.0,True,2023-03-11,False
movie_0800,House Fire,Stand-up Comedy,Horror,,1990,63.0,TV-PG,English,USA,0.8,,,,,False,2021-08-18,False
movie_0801,House Legend,Limited Series,Thriller,War,2022,83.0,TV-MA,English,USA,6.3,,,12.0,22.0,True,2025-04-11,False
movie_0802,Day Dragon,TV Series,Adventure,,2006,45.0,G,French,South Korea,6.2,,,2.0,174.0,False,2021-03-13,False
movie_0803,Story Mystery,Stand-up Comedy,Action,,2004,79.0,TV-Y,Japanese,Japan,,,,,,False,2022-07-13,False
movie_0804,Battle Queen,Movie,Mystery,,2000,118.0,TV-Y,English,UK,7.0,,,,,False,2025-01-22,False
movie_0805,Family Kingdom,Stand-up Comedy,Action,Adventure,1990,70.0,NC-17,English,France,2.9,,,,,True,2024-11-23,False
movie_0806,Dream Love,TV Series,Mystery,,2014,31.0,TV-Y7,English,USA,,,,3.0,113.0,True,2022-01-25,False
movie_0807,Mystery Quest,Movie,Sci-Fi,,2017,110.0,TV-G,English,UK,7.2,,1333829.0,,,False,2024-12-02,False
movie_0808,Ice Storm,TV Series,Fantasy,,2006,42.0,TV-G,Japanese,USA,8.4,,,7.0,159.0,False,2025-04-12,False
movie_0809,Kingdom Dragon,Stand-up Comedy,Music,,2009,69.0,TV-14,Korean,USA,6.3,,,,,False,2020-08-08,False
movie_0810,Love Battle,Movie,Documentary,,2001,94.0,TV-Y,English,UK,7.5,2350232.0,,,,False,2024-05-09,False
movie_0811,Battle King,TV Series,Thriller,Drama,1998,22.0,TV-MA,English,Canada,5.2,,,13.0,177.0,True,2020-11-24,False
movie_0812,Quest Night,Documentary,Music,Action,1992,98.0,R,English,USA,,,,,,False,2021-07-20,False
movie_0813,Secret Night,Movie,Documentary,Drama,2001,146.0,TV-Y7,English,UK,6.3,14288760.0,3455247.0,,,True,2021-07-08,False
movie_0814,Adventure Legend,TV Series,Adventure,,2004,62.0,TV-Y7,Korean,USA,6.3,,,11.0,13.0,False,2022-03-04,False
movie_0815,Story Battle,Stand-up Comedy,Thriller,,2012,50.0,TV-PG,Italian,USA,,,,,,False,2021-08-09,False
movie_0816,Legend Empire,Stand-up Comedy,Western,,2010,55.0,PG-13,Japanese,South Korea,7.0,,,,,False,2022-06-07,False
movie_0817,Story Legend,Stand-up Comedy,Drama,Mystery,2006,47.0,TV-G,Hindi,USA,,,,,,True,2021-09-11,False
movie_0818,Our King,Documentary,History,Biography,1997,71.0,PG,English,South Korea,6.6,,,,,True,2021-09-12,True
movie_0819,Night House,Movie,Horror,,2019,78.0,NC-17,English,USA,0.6,,,,,False,2024-10-15,True
movie_0820,Fire Phoenix,TV Series,Fantasy,,1993,53.0,TV-Y,French,UK,,,,12.0,178.0,False,2020-12-02,False
movie_0821,Hero King,Movie,Sci-Fi,,2011,109.0,NC-17,Spanish,USA,4.0,821340.0,,,,False,2023-12-20,False
movie_0822,Family Mystery,TV Series,War,Family,2002,47.0,TV-PG,English,USA,6.8,,,9.0,91.0,False,2021-02-19,False
movie_0823,Adventure Ice,Movie,Comedy,,1992,87.0,TV-PG,English,UK,,527595.0,,,,False,2022-01-15,False
movie_0824,War Queen,Movie,Comedy,,1998,136.0,PG-13,English,Japan,6.3,14508562.0,7872086.0,,,False,2021-03-22,False
movie_0825,Warrior Story,Movie,Romance,,2008,131.0,TV-Y7,Spanish,USA,,2565082.0,6970808.0,,,True,2020-09-28,False
movie_0826,Dark Adventure,Stand-up Comedy,Adventure,,2014,53.0,TV-Y,English,USA,5.0,,,,,True,2023-04-13,False
movie_0827,Mystery House,Movie,Family,Biography,2021,139.0,R,Hindi,USA,,,2642562.0,,,True,2024-10-22,False
movie_0828,My Fire,Movie,Sport,Adventure,2010,92.0,PG-13,English,Canada,7.1,6655248.0,12028987.0,,,False,2024-08-27,False
movie_0829,A Dream,Movie,Sci-Fi,Comedy,2017,149.0,PG-13,English,USA,6.9,24683583.0,12557644.0,,,True,2022-07-14,False
movie_0830,Storm Mystery,Movie,Comedy,,2019,144.0,TV-MA,French,USA,10.0,29920808.0,476337.0,,,False,2023-09-25,False
movie_0831,Quest Hero,Documentary,Fantasy,,2018,91.0,G,English,France,7.0,,,,,True,2023-09-01,False
movie_0832,Dark Princess,Movie,Mystery,,2024,123.0,R,English,USA,7.5,7530143.0,3531986.0,,,False,2023-11-25,False
movie_0833,Mystery Mystery,Movie,Biography,,1999,114.0,PG,Korean,USA,4.0,42562175.0,4613013.0,,,False,2022-09-13,False
movie_0834,The Mission,TV Series,Crime,,2009,25.0,TV-14,Japanese,USA,7.1,,,,118.0,False,2024-01-22,False
movie_0835,Bright Ice,Movie,Mystery,,2021,95.0,TV-14,French,South Korea,7.9,1167789.0,819792.0,,,True,2021-06-10,False
movie_0836,Our Legend,Movie,War,,2015,113.0,TV-Y7,Korean,USA,6.4,484647.0,212752946.0,,,False,2021-07-04,True
movie_0837,Princess Adventure,Movie,Action,Adventure,2015,140.0,TV-Y,Korean,USA,4.9,,,,,False,2024-07-06,True
movie_0838,Adventure Hero,TV Series,Western,,2018,50.0,TV-14,English,France,8.1,,,5.0,121.0,False,2023-10-10,False
movie_0839,Journey War,Movie,War,Music,1991,153.0,PG-13,English,UK,8.4,5258946.0,,,,False,2025-05-06,False
movie_0840,Family Kingdom,Movie,Adventure,,2016,107.0,TV-14,English,USA,5.1,1028211.0,,,,False,2024-02-17,False
movie_0841,Day Mystery,Movie,Mystery,,1997,113.0,PG,French,USA,6.0,4169507.0,219618052.0,,,False,2024-02-03,False
movie_0842,Storm Mission,Movie,Action,,1996,28.0,PG,Korean,USA,4.4,,2667223.0,,,True,2022-09-24,True
movie_0843,War Fire,Movie,Comedy,Family,1998,60.0,PG-13,English,USA,4.8,2630439.0,,,,False,2024-03-28,False
movie_0844,Journey Story,Movie,Comedy,Comedy,2001,67.0,R,English,USA,5.1,1204081.0,,,,False,2024-09-25,True
movie_0845,Little House,TV Series,Thriller,,1996,40.0,TV-MA,Spanish,South Korea,8.0,,,12.0,52.0,False,2024-03-16,False
movie_0846,Storm Family,Stand-up Comedy,Action,Mystery,2024,61.0,TV-MA,English,USA,4.8,,,,,False,2024-03-03,True
movie_0847,Mystery War,TV Series,Action,,1992,63.0,NC-17,English,Canada,9.1,,,9.0,176.0,False,2024-10-05,True
movie_0848,Dark Fire,Limited Series,Biography,Biography,2014,61.0,NC-17,French,USA,3.8,,,5.0,55.0,True,2021-12-16,False
