search_id,user_id,search_query,search_date,results_returned,clicked_result_position,device_type,search_duration_seconds,had_typo,used_filters,location_country
search_011530,user_04055,documentaries,2025-06-07,51,9,Tablet,1.5,False,False,Canada
search_015648,user_00941,trending now,2024-11-02,27,,Tablet,16.0,False,False,USA
search_013157,user_07695,war movies,2025-06-23,67,,Tablet,26.0,False,False,USA
search_023851,user_01579,netflix originals,2025-06-13,28,,Laptop,4.4,False,False,Canada
search_015447,user_02814,new releases,2025-10-09,37,4,Smart TV,2.1,False,False,Canada
search_017194,user_04704,family movies,2024-10-05,82,,Laptop,5.6,False,False,USA
search_006356,user_00259,comedy shows,2025-07-25,94,10,Tablet,29.7,False,False,USA
search_015893,user_04953,short episodes under 30 minutes,2025-06-02,18,5,Mobile,10.0,False,False,Canada
search_023332,user_07906,thriller series,2024-06-30,82,,Mobile,21.7,False,True,Canada
search_018355,user_05485,shows with strong female leads,2025-11-24,47,,Laptop,29.2,True,True,Canada
search_006419,user_03781,netflix originals,2025-01-13,49,,Tablet,,False,True,USA
search_019913,user_08023,stand up comedy,2025-07-10,45,10,Mobile,29.2,False,False,USA
search_023642,user_02763,korean drama,2024-11-27,97,1,Mobile,2.4,False,False,USA
search_018873,user_01228,true crime,2024-11-16,86,5,Mobile,52.9,False,False,USA
search_011504,user_08928,classic movies,2024-09-22,82,6,Mobile,17.4,False,False,USA
search_005883,user_03759,music documentaries,2025-02-13,55,5,Smart TV,19.4,False,True,USA
search_006305,user_07389,animated shows,2024-07-06,77,8,Smart TV,19.9,False,False,USA
search_016273,user_05063,classic movies,2024-02-05,94,,Laptop,8.2,True,False,USA
search_018796,user_03691,superhero movies,2024-08-12,67,9,Tablet,1.9,False,True,Canada
search_005928,user_08558,superhero movies,2025-04-25,78,,Mobile,17.5,False,True,USA
search_012030,user_09387,drama series,2024-09-11,19,,Mobile,29.8,True,False,USA
search_024651,user_08776,thriller series,2024-10-18,69,,Mobile,24.8,False,False,USA
search_016222,user_04463,sci-fi,2025-06-22,100,9,Tablet,8.4,False,False,USA
search_007802,user_04007,war movies,2025-11-22,75,,Mobile,7.8,False,True,USA
search_008559,user_02565,halloween movies,2024-10-29,83,,Smart TV,25.0,False,True,USA
search_011430,user_02490,animated shows,2025-12-24,79,,Tablet,9.5,True,False,USA
search_020411,user_01056,korean drama,2024-08-03,25,,Smart TV,29.3,True,False,USA
search_005603,user_03549,romantic comedies,2024-03-04,56,1,Smart TV,9.0,False,True,Canada
search_019890,user_03210,korean drama,2025-12-14,63,1,Smart TV,7.7,False,False,USA
search_002558,user_03204,horror movies,2025-02-20,28,4,Mobile,6.6,False,False,USA
search_010708,user_04769,biographies,2025-05-07,84,4,Tablet,9.0,False,False,USA
search_009616,user_02287,halloween movies,2025-12-20,79,,Mobile,67.7,False,False,Canada
search_003971,user_02022,comedy shows,2024-12-06,66,6,Smart TV,32.1,False,False,USA
search_022028,user_09347,drama series,2025-04-26,73,,Smart TV,8.8,False,False,Canada
search_004703,user_07799,documentaries,2025-03-17,46,,Tablet,6.2,False,True,Canada
search_016492,user_09625,netflix originals,2024-07-08,55,,Smart TV,13.4,False,False,Canada
search_018948,user_08836,action movies,2024-02-19,78,3,Smart TV,54.2,False,False,USA
search_019142,user_00604,best movies 2024,2025-06-26,33,3,Laptop,11.9,False,False,USA
search_014007,user_03042,biographies,2025-01-20,63,9,Laptop,22.2,False,False,USA
search_012941,user_09879,travel documentaries,2025-08-17,45,,Mobile,8.9,False,False,USA
search_017431,user_03466,cooking shows,2024-10-27,89,,Smart TV,12.2,False,False,USA
search_008396,user_05299,true crime,2024-10-13,54,6,Laptop,55.1,False,True,USA
search_024356,user_05172,travel documentaries,2025-12-17,27,,Smart TV,6.6,False,False,USA
search_017694,user_05407,korean drama,2025-08-03,21,,Smart TV,16.4,False,False,Canada
search_021646,user_04250,biographies,2024-04-22,92,,Mobile,19.2,False,False,USA
search_015730,user_07086,superhero movies,2025-11-26,34,3,Tablet,3.6,False,True,USA
search_012029,user_02745,biographies,2024-06-08,99,8,Smart TV,22.0,False,False,Canada
search_019113,user_09820,stand up comedy,2024-08-22,26,,Laptop,21.6,True,False,USA
search_024974,user_06376,halloween movies,2024-07-29,94,,Mobile,16.2,False,True,USA
search_001348,user_05513,horror movies,2025-07-22,32,,Smart TV,30.4,True,False,USA
search_017561,user_00548,music documentaries,2024-07-24,38,9,Tablet,,False,False,USA
search_015130,user_06381,trending now,2024-07-23,79,2,Smart TV,24.8,False,False,USA
search_012667,user_09234,drama series,2025-03-01,98,10,Mobile,13.6,False,False,Canada
search_014065,user_04318,travel documentaries,2024-05-20,3,,Laptop,12.6,False,False,USA
search_009278,user_08038,thriller series,2025-03-01,36,6,Mobile,13.8,True,False,USA
search_023828,user_02546,comedy shows,2024-10-21,37,1,Mobile,19.6,False,False,USA
search_009095,user_01956,superhero movies,2024-07-07,85,,Laptop,6.6,False,True,USA
search_016052,user_00997,horror movies,2025-10-14,81,,Mobile,18.0,False,False,USA
search_006584,user_06350,classic movies,2024-01-12,78,,Laptop,1.1,True,False,USA
search_022798,user_07786,animated shows,2024-12-05,79,,Mobile,14.4,True,True,USA
search_015330,user_04754,stand up comedy,2025-10-19,38,,Smart TV,12.5,False,False,USA
search_021019,user_06514,christmas movies,2025-03-30,89,,Smart TV,37.8,False,False,USA
search_022501,user_03563,romantic comedies,2025-03-29,71,5,Tablet,15.2,False,True,USA
search_015711,user_07834,new releases,2024-04-30,0,2,Tablet,47.9,False,False,USA
search_000932,user_06326,trending now,2025-03-17,99,,Laptop,9.7,False,False,USA
search_023407,user_00045,biographies,2024-09-18,82,2,Tablet,3.2,False,False,USA
search_017052,user_07601,family movies,2024-08-23,14,4,Laptop,18.2,False,False,USA
search_024074,user_04423,thriller series,2024-12-02,4,10,Laptop,12.3,False,True,Canada
search_007024,user_04705,new releases,2024-03-14,50,1,Mobile,22.5,False,True,Canada
search_009903,user_08636,animated shows,2024-10-22,51,9,Tablet,4.6,False,False,USA
search_014349,user_02457,horror movies,2025-08-26,79,,Laptop,9.1,False,False,USA
search_023121,user_05419,romantic comedies,2025-10-11,71,,Tablet,20.1,True,False,USA
search_015266,user_09899,sci-fi,2024-05-30,99,6,Laptop,20.1,False,True,USA
search_008528,user_02530,family movies,2024-11-26,61,,Mobile,3.7,True,False,USA
search_022201,user_06152,family movies,2024-09-13,77,6,Tablet,29.7,False,False,Canada
search_018572,user_09238,family movies,2025-11-28,81,,Tablet,20.8,False,False,USA
search_009107,user_05134,netflix originals,2024-12-07,86,,Laptop,29.1,False,False,USA
search_024568,user_09191,thriller series,2024-08-08,12,4,Tablet,20.6,False,True,Canada
search_002329,user_04870,series with only one season,2024-03-23,98,9,Mobile,12.0,False,False,USA
search_023403,user_08709,biographies,2025-09-28,76,,Mobile,43.7,True,False,USA
search_006774,user_09932,drama series,2024-12-17,36,10,Laptop,8.1,False,True,Canada
search_010259,user_04832,movies based on true stories,2025-06-12,2,10,Laptop,7.7,False,True,USA
search_006829,user_01263,family movies,2025-04-30,72,6,Smart TV,10.7,False,False,USA
search_001766,user_08552,documentaries,2024-02-24,55,6,Smart TV,17.7,False,False,USA
search_005373,user_03255,action movies,2025-01-27,45,5,Tablet,60.6,False,False,Canada
search_006613,user_01071,cooking shows,2024-06-20,56,9,Smart TV,5.3,False,False,USA
search_024908,user_00788,movies like stranger things,2025-09-22,70,2,Smart TV,11.4,False,False,USA
search_007381,user_03097,korean drama,2024-11-03,15,2,Laptop,13.4,False,True,USA
search_022601,user_06447,new releases,2025-03-23,32,1,Laptop,12.5,False,True,USA
search_002834,user_05798,halloween movies,2024-03-16,42,8,Tablet,36.4,False,False,USA
search_009080,user_06610,short episodes under 30 minutes,2024-01-20,75,10,Mobile,,False,False,USA
search_024785,user_07870,christmas movies,2025-11-16,30,2,Mobile,,False,True,USA
search_003280,user_08084,movies based on true stories,2025-05-08,6,2,Laptop,12.3,False,False,USA
search_003116,user_06677,romantic comedies,2024-08-13,62,,Mobile,29.5,True,False,Canada
search_024236,user_03344,shows with strong female leads,2024-09-02,54,,Mobile,16.6,False,False,USA
search_012932,user_06777,true crime,2025-03-01,100,,Tablet,,False,False,USA
search_010973,user_05489,travel documentaries,2025-03-22,71,,Smart TV,7.6,False,False,USA
search_013047,user_00014,animated shows,2024-09-10,67,6,Smart TV,23.4,False,False,Canada
search_019514,user_06748,stand up comedy,2025-11-01,51,,Smart TV,28.7,True,False,USA
search_014287,user_09232,horror movies,2024-12-04,43,,Mobile,6.0,True,False,USA
search_004922,user_08478,movies like stranger things,2024-12-29,69,,Laptop,29.6,False,False,Canada
search_006746,user_09384,travel documentaries,2024-03-30,3,3,Smart TV,3.3,False,True,USA
search_024105,user_01366,new releases,2024-09-26,25,,Tablet,21.6,False,True,USA
search_017707,user_04115,war movies,2024-02-20,7,9,Laptop,7.4,False,False,Canada
search_010099,user_02753,classic movies,2025-02-20,13,,Smart TV,34.0,True,False,USA
search_019137,user_03298,family movies,2025-02-04,100,,Laptop,19.8,False,False,USA
search_012143,user_02738,documentaries,2024-11-20,49,5,Mobile,,False,False,USA
search_003151,user_05886,animated shows,2024-09-11,10,,Mobile,14.0,False,False,USA
search_023069,user_07951,war movies,2025-11-18,39,8,Smart TV,5.8,True,False,USA
search_002891,user_05482,animated shows,2024-09-26,32,,Tablet,21.1,False,False,Canada
search_022131,user_01700,romantic comedies,2024-04-21,5,9,Smart TV,43.5,True,False,USA
search_013570,user_05389,christmas movies,2024-05-02,52,,Smart TV,31.8,False,True,Canada
search_008963,user_08632,thriller series,2025-10-29,69,,Smart TV,27.0,False,True,Canada
search_015896,user_00462,family movies,2025-06-02,23,5,Mobile,6.4,False,False,USA
search_015690,user_03284,horror movies,2025-08-09,46,1,Mobile,8.8,False,True,USA
search_005764,user_05118,movies like stranger things,2024-05-04,29,,Mobile,29.4,False,False,USA
search_002192,user_00036,horror movies,2024-12-17,69,2,Laptop,7.6,False,False,Canada
search_000774,user_00531,halloween movies,2024-01-11,56,5,Smart TV,7.1,False,False,Canada
search_009580,user_01566,korean drama,2024-07-21,14,9,Laptop,13.7,False,True,USA
search_017921,user_07382,animated shows,2024-08-10,16,8,Mobile,3.3,False,False,USA
search_001989,user_04377,family movies,2024-06-11,45,3,Tablet,11.8,False,False,USA
search_006685,user_02691,halloween movies,2024-07-04,87,,Tablet,11.8,False,False,Canada
search_002397,user_02314,korean drama,2024-03-03,72,,Smart TV,13.9,False,False,USA
search_000587,user_09019,netflix originals,2025-09-17,6,,Smart TV,24.1,False,False,USA
search_015779,user_01550,biographies,2024-10-07,47,3,Laptop,,False,False,USA
search_001986,user_07275,family movies,2025-01-07,24,6,Laptop,46.6,False,False,USA
search_023646,user_06228,superhero movies,2024-11-13,56,4,Smart TV,26.2,True,True,Canada
search_006169,user_01049,classic movies,2025-05-28,95,,Tablet,22.6,False,False,USA
search_012289,user_09425,thriller series,2025-12-31,28,,Mobile,9.8,False,False,USA
search_001857,user_02937,romantic comedies,2025-04-23,93,,Mobile,32.4,False,True,USA
search_002293,user_05593,netflix originals,2024-10-24,35,,Smart TV,52.5,False,False,USA
search_002320,user_03245,cooking shows,2024-02-28,17,,Tablet,9.6,False,True,USA
search_005232,user_03815,family movies,2025-07-16,20,10,Laptop,24.1,True,False,Canada
search_019002,user_01586,comedy shows,2025-04-10,78,,Tablet,14.3,False,False,Canada
search_023109,user_06794,cooking shows,2024-03-18,23,,Laptop,13.4,False,False,USA
search_000453,user_01985,shows with strong female leads,2025-02-26,45,10,Tablet,48.7,False,False,USA
search_008622,user_00854,trending now,2025-04-24,93,9,Laptop,19.6,False,False,Canada
search_003025,user_03464,cooking shows,2024-06-29,33,,Smart TV,19.8,False,False,USA
search_007572,user_03806,halloween movies,2025-01-05,27,,Mobile,16.0,False,False,USA
search_024390,user_00722,best movies 2024,2024-12-15,38,,Tablet,6.9,False,False,USA
search_002906,user_06647,action movies,2024-11-21,40,,Tablet,,False,False,USA
search_022841,user_01363,family movies,2024-06-23,64,5,Laptop,35.2,False,False,USA
search_022418,user_04219,trending now,2025-02-11,0,,Mobile,6.6,False,False,USA
search_009562,user_04174,superhero movies,2025-07-20,14,,Laptop,,False,True,USA
search_007194,user_05424,movies like stranger things,2025-06-05,86,,Smart TV,43.5,False,True,USA
search_014777,user_08303,thriller series,2024-06-26,56,,Mobile,7.2,False,False,USA
search_014537,user_07103,horror movies,2025-04-28,97,,Tablet,31.6,False,False,USA
search_015451,user_02496,thriller series,2024-11-03,79,,Laptop,7.7,False,False,Canada
search_002210,user_08078,classic movies,2024-06-15,11,3,Tablet,34.8,False,False,Canada
search_024967,user_00338,true crime,2025-03-17,76,,Smart TV,25.0,True,False,USA
search_013784,user_05555,korean drama,2025-12-02,11,,Tablet,,False,False,USA
search_007840,user_07950,comedy shows,2024-04-16,51,,Laptop,6.1,False,False,USA
search_013305,user_03940,true crime,2024-10-30,42,5,Laptop,15.6,False,False,USA
search_020537,user_00660,biographies,2025-04-19,77,,Tablet,5.2,False,True,USA
search_022802,user_07769,comedy shows,2024-06-30,16,4,Tablet,3.6,True,False,USA
search_007670,user_07738,action movies,2025-09-09,24,,Laptop,7.7,False,False,Canada
search_010309,user_01513,horror movies,2025-06-13,0,,Tablet,17.4,False,True,Canada
search_024348,user_02455,christmas movies,2025-08-26,21,2,Smart TV,3.7,False,False,USA
search_016001,user_01008,shows with strong female leads,2025-04-23,91,,Laptop,23.0,False,False,USA
search_015920,user_09170,superhero movies,2024-06-23,30,8,Smart TV,6.6,False,False,USA
search_011775,user_07236,cooking shows,2024-05-19,18,10,Laptop,13.5,False,False,USA
search_013410,user_09390,short episodes under 30 minutes,2025-03-30,96,,Laptop,14.6,False,True,Canada
search_021545,user_03363,documentaries,2025-10-11,80,,Tablet,13.0,False,False,Canada
search_018808,user_09234,comedy shows,2024-02-25,47,7,Mobile,6.2,False,True,USA
search_009143,user_07251,short episodes under 30 minutes,2025-06-02,11,,Smart TV,10.1,True,False,USA
search_009103,user_00978,music documentaries,2024-06-10,83,10,Mobile,11.0,False,False,USA
search_019789,user_08300,trending now,2025-07-19,61,,Mobile,18.3,False,False,USA
search_005052,user_00316,stand up comedy,2025-06-19,56,,Smart TV,5.3,True,False,Canada
search_005570,user_00781,classic movies,2025-12-10,29,,Laptop,34.1,False,False,USA
search_023625,user_06351,music documentaries,2025-06-16,93,,Mobile,22.0,False,False,USA
search_007511,user_03795,classic movies,2025-10-27,10,,Smart TV,8.6,False,False,USA
search_001672,user_02792,war movies,2024-11-13,96,,Laptop,18.4,False,False,USA
search_020779,user_06455,halloween movies,2025-02-02,49,3,Mobile,33.7,True,False,Canada
search_012078,user_06465,cooking shows,2025-02-22,34,8,Tablet,12.6,False,True,Canada
search_020349,user_00505,family movies,2025-04-11,55,,Laptop,11.0,False,False,USA
search_016587,user_04557,war movies,2025-02-11,23,,Laptop,31.5,True,False,Canada
search_007452,user_01559,shows with strong female leads,2024-01-08,96,,Laptop,4.4,False,False,USA
search_006473,user_03683,cooking shows,2025-06-08,90,4,Mobile,37.5,False,True,Canada
search_000695,user_02190,christmas movies,2024-11-23,93,,Smart TV,10.3,False,False,USA
search_018570,user_07941,award winning documentaries,2025-05-01,62,10,Mobile,30.1,False,False,Canada
search_004375,user_01908,documentaries,2025-12-10,67,,Smart TV,1.4,False,False,USA
search_000902,user_02034,family movies,2024-11-07,73,,Mobile,26.9,False,False,USA
search_023852,user_00915,horror movies,2025-10-28,45,3,Smart TV,0.4,False,False,USA
search_003819,user_08169,korean drama,2025-01-04,59,,Laptop,50.4,False,False,USA
search_009401,user_03536,stand up comedy,2024-02-16,6,5,Tablet,,False,False,USA
search_020456,user_01009,classic movies,2025-06-25,99,,Tablet,20.9,False,True,USA
search_015871,user_07260,korean drama,2025-06-25,83,,Smart TV,12.6,False,False,USA
search_007706,user_03923,korean drama,2025-08-23,59,3,Tablet,27.1,False,True,USA
search_023481,user_08825,award winning documentaries,2025-04-25,57,3,Mobile,7.2,False,False,Canada
search_019222,user_00335,trending now,2025-04-20,4,8,Laptop,9.8,False,False,USA
search_006091,user_05539,halloween movies,2024-06-04,19,,Mobile,0.5,False,False,Canada
search_006635,user_09937,christmas movies,2024-09-27,1,2,Smart TV,17.6,False,False,USA
search_015722,user_07195,biographies,2025-04-20,26,7,Laptop,19.8,False,True,USA
search_004151,user_08639,war movies,2024-12-26,33,7,Laptop,31.6,False,True,USA
search_002242,user_09600,netflix originals,2024-01-07,88,,Mobile,13.9,True,False,USA
search_024950,user_00689,trending now,2025-04-21,78,2,Smart TV,10.3,False,False,Canada
search_015221,user_01048,cooking shows,2024-03-12,46,,Laptop,9.3,False,False,Canada
search_016236,user_09188,short episodes under 30 minutes,2025-04-07,46,2,Smart TV,30.8,False,True,USA
search_002467,user_06730,stand up comedy,2025-04-11,87,8,Smart TV,20.7,True,True,USA
search_000149,user_02889,war movies,2024-11-10,12,8,Mobile,23.5,False,False,Canada
search_022171,user_05229,action movies,2024-02-14,77,3,Smart TV,11.4,True,False,USA
search_004393,user_06373,stand up comedy,2024-06-08,80,5,Tablet,12.2,False,False,USA
search_000694,user_09630,sci-fi,2025-04-02,1,,Laptop,5.4,False,False,Canada
search_017104,user_02513,horror movies,2025-08-21,38,,Smart TV,19.5,False,True,USA
search_006192,user_03091,new releases,2024-02-13,31,1,Smart TV,17.1,False,True,USA
search_005163,user_02295,superhero movies,2024-04-20,97,,Laptop,16.7,False,True,USA
search_009227,user_07711,animated shows,2025-04-10,100,10,Mobile,36.9,False,False,USA
search_012546,user_08039,drama series,2024-08-24,93,,Mobile,9.7,False,False,USA
search_012690,user_06707,cooking shows,2025-09-17,48,3,Mobile,28.8,False,True,USA
search_012254,user_02323,movies like stranger things,2024-07-16,97,8,Smart TV,4.0,False,False,USA
search_018161,user_05079,action movies,2025-06-06,5,,Smart TV,9.4,False,False,USA
search_002769,user_02521,action movies,2025-12-28,54,,Smart TV,3.4,False,False,USA
search_007098,user_02029,romantic comedies,2024-09-10,50,3,Tablet,17.5,False,False,USA
search_013864,user_03691,stand up comedy,2024-12-05,87,,Tablet,3.1,False,False,USA
search_021740,user_09270,netflix originals,2025-07-21,98,,Laptop,8.2,True,True,USA
search_006840,user_01440,sci-fi,2024-10-17,70,,Mobile,26.7,False,False,USA
search_009937,user_07359,animated shows,2025-02-06,36,10,Mobile,13.7,False,True,USA
search_005096,user_09352,netflix originals,2025-10-30,63,2,Smart TV,30.3,False,True,Canada
search_013503,user_00440,comedy shows,2025-06-14,87,,Tablet,64.3,False,False,USA
search_004728,user_08459,shows with strong female leads,2024-06-06,6,,Smart TV,6.6,False,False,USA
search_009724,user_06191,family movies,2024-04-28,39,,Tablet,24.9,True,False,USA
search_005169,user_02543,series with only one season,2025-07-23,78,,Smart TV,5.8,False,False,USA
search_002960,user_09866,family movies,2024-02-24,2,,Tablet,16.3,False,False,USA
search_004844,user_08948,cooking shows,2025-08-18,92,5,Tablet,11.3,False,False,USA
search_017822,user_01400,music documentaries,2024-03-08,88,8,Laptop,18.8,False,False,USA
search_008203,user_03459,comedy shows,2025-10-01,19,,Tablet,31.1,False,False,Canada
search_024108,user_06773,documentaries,2025-12-21,33,,Mobile,26.2,False,True,USA
search_009119,user_00222,new releases,2024-01-20,4,,Mobile,46.6,False,True,Canada
search_012351,user_02304,series with only one season,2024-12-28,35,,Tablet,13.6,False,False,USA
search_021191,user_08658,comedy shows,2025-11-07,20,2,Tablet,12.0,False,False,USA
search_012497,user_06198,cooking shows,2024-05-16,14,,Smart TV,32.1,False,False,USA
search_001620,user_05228,comedy shows,2025-10-31,82,8,Smart TV,8.8,False,False,USA
search_023510,user_04091,trending now,2024-03-24,96,,Tablet,18.0,False,False,USA
search_015202,user_03512,comedy shows,2024-02-15,58,,Mobile,10.1,False,False,USA
search_005964,user_05507,romantic comedies,2024-08-10,33,10,Tablet,15.2,True,True,Canada
search_006760,user_08575,stand up comedy,2025-07-25,54,5,Laptop,25.5,False,True,USA
search_002742,user_07035,romantic comedies,2025-10-17,85,4,Tablet,,False,True,Canada
search_020543,user_00295,shows with strong female leads,2025-03-07,59,,Tablet,2.8,False,True,USA
search_018089,user_03531,superhero movies,2024-10-21,49,,Laptop,3.5,False,False,USA
search_011840,user_07746,comedy shows,2025-01-17,16,9,Smart TV,15.9,True,False,USA
search_004285,user_09401,documentaries,2024-09-06,67,,Laptop,17.0,False,False,USA
search_006482,user_04610,comedy shows,2024-06-26,33,10,Mobile,28.2,False,True,USA
search_011672,user_07770,sci-fi,2024-01-16,95,9,Laptop,5.9,False,False,USA
search_008847,user_07711,movies based on true stories,2024-07-13,57,,Smart TV,40.7,False,False,Canada
search_021561,user_08439,true crime,2025-08-26,22,3,Smart TV,5.0,False,False,Canada
search_010424,user_04388,short episodes under 30 minutes,2024-04-04,94,6,Laptop,23.2,False,False,USA
search_009829,user_05164,travel documentaries,2024-11-20,43,,Smart TV,16.3,False,False,USA
search_011494,user_05321,action movies,2024-08-28,79,6,Smart TV,32.5,False,True,USA
search_018816,user_07106,stand up comedy,2025-11-09,61,,Smart TV,16.5,True,False,USA
search_001942,user_02474,trending now,2025-12-28,27,,Smart TV,8.1,False,False,USA
search_022283,user_01591,movies based on true stories,2025-12-19,78,,Smart TV,11.1,False,False,Canada
search_007445,user_08085,biographies,2024-08-16,91,,Smart TV,8.4,False,True,USA
search_008664,user_07424,thriller series,2025-02-23,52,2,Smart TV,8.6,False,False,USA
search_014940,user_06243,trending now,2025-08-02,26,7,Laptop,4.6,True,False,Canada
search_018734,user_01492,superhero movies,2024-08-11,28,,Tablet,29.7,False,False,Canada
search_007259,user_09042,documentaries,2024-01-29,10,8,Mobile,10.3,True,False,USA
search_021080,user_04515,halloween movies,2025-05-11,30,3,Tablet,2.3,True,False,USA
search_010758,user_03976,movies like stranger things,2024-11-10,69,,Mobile,14.9,False,False,Canada
search_005530,user_03317,comedy shows,2024-04-10,29,,Tablet,28.4,False,False,USA
search_022668,user_09693,drama series,2024-04-14,71,8,Laptop,2.5,True,True,USA
search_016712,user_08219,stand up comedy,2025-10-20,29,,Laptop,9.3,True,False,Canada
search_007103,user_00894,classic movies,2024-05-25,42,10,Laptop,11.0,False,False,USA
search_001744,user_01121,superhero movies,2025-06-26,98,7,Laptop,10.1,False,False,USA
search_022745,user_08811,series with only one season,2025-01-07,61,6,Smart TV,24.1,False,False,USA
search_008232,user_06446,comedy shows,2025-05-14,18,,Tablet,26.7,False,False,USA
search_001479,user_06542,family movies,2025-03-28,24,8,Laptop,4.7,False,False,Canada
search_001556,user_00005,music documentaries,2025-09-29,66,10,Mobile,37.7,False,False,USA
search_008724,user_02374,documentaries,2024-06-12,49,,Mobile,17.1,False,False,USA
search_011974,user_09042,sci-fi,2024-05-23,51,,Smart TV,45.4,True,False,USA
search_014100,user_08420,thriller series,2024-01-03,14,5,Laptop,17.0,False,True,USA
search_011850,user_02122,family movies,2025-08-12,87,,Tablet,9.5,False,False,USA
search_023785,user_08231,netflix originals,2024-03-28,61,10,Smart TV,9.7,False,True,USA
search_007870,user_02214,action movies,2024-04-26,76,,Smart TV,30.7,False,False,USA
search_024021,user_01822,thriller series,2025-07-24,30,7,Smart TV,19.0,False,False,Canada
search_017977,user_07792,biographies,2025-07-24,19,10,Laptop,42.9,True,False,USA
search_014861,user_06172,series with only one season,2025-02-22,13,,Mobile,38.8,True,True,Canada
search_021348,user_09076,sci-fi,2024-03-25,45,,Mobile,10.5,False,True,USA
search_005655,user_00669,biographies,2024-07-13,67,3,Laptop,15.6,False,False,USA
search_018620,user_00797,drama series,2024-12-06,60,2,Laptop,9.6,False,False,USA
search_000428,user_02335,halloween movies,2024-08-30,81,4,Laptop,18.8,False,True,USA
search_019247,user_05863,biographies,2024-08-27,74,4,Tablet,9.5,False,False,USA
search_010066,user_03931,sci-fi,2024-05-31,9,,Tablet,10.8,False,False,USA
search_011056,user_02579,classic movies,2024-11-27,21,,Smart TV,40.0,False,True,USA
search_009813,user_04881,korean drama,2025-08-02,94,,Smart TV,20.6,False,False,USA
search_010044,user_06895,sci-fi,2025-09-06,59,8,Laptop,10.9,False,False,USA
search_007079,user_05447,christmas movies,2024-12-04,93,4,Mobile,33.2,False,False,USA
search_001335,user_01646,thriller series,2025-07-02,46,2,Mobile,22.1,False,False,Canada
search_018641,user_06456,family movies,2025-01-21,74,,Smart TV,16.2,False,False,USA
search_005900,user_09658,animated shows,2024-07-24,76,,Tablet,4.7,False,False,USA
search_015848,user_04901,documentaries,2025-11-29,72,8,Tablet,21.4,False,False,USA
search_011763,user_00799,cooking shows,2025-01-13,93,6,Mobile,11.9,False,False,Canada
search_024553,user_05557,classic movies,2024-09-03,30,,Smart TV,21.0,False,True,Canada
search_019177,user_08889,trending now,2024-11-22,78,,Laptop,1.1,False,False,USA
search_013708,user_03859,family movies,2024-01-15,91,1,Tablet,24.8,False,False,Canada
search_021480,user_07119,movies based on true stories,2025-08-03,15,7,Smart TV,10.8,False,False,USA
search_011769,user_04339,horror movies,2024-09-08,56,3,Smart TV,30.2,True,False,Canada
search_008548,user_01293,new releases,2024-04-14,66,,Tablet,21.1,False,False,USA
search_014612,user_08822,trending now,2025-12-13,28,,Smart TV,11.4,True,False,USA
search_009808,user_09306,superhero movies,2025-12-01,86,2,Mobile,18.2,False,True,USA
search_021765,user_04494,shows with strong female leads,2025-08-20,70,,Tablet,11.0,False,False,USA
search_024286,user_08639,sci-fi,2025-12-22,73,,Tablet,6.5,False,True,USA
search_002862,user_04792,music documentaries,2024-03-26,55,,Mobile,3.7,False,True,USA
search_014353,user_08380,biographies,2024-07-06,13,,Smart TV,6.3,False,False,USA
search_020377,user_06140,family movies,2024-11-01,61,5,Smart TV,15.1,True,False,USA
search_001207,user_04153,true crime,2024-08-31,45,4,Laptop,26.7,False,False,Canada
search_010159,user_09438,new releases,2024-04-10,66,9,Tablet,18.0,False,False,USA
search_018271,user_06267,comedy shows,2024-10-31,21,,Mobile,16.1,False,False,USA
search_008699,user_07933,thriller series,2024-12-06,44,3,Tablet,37.1,False,True,USA
search_008173,user_01354,classic movies,2024-03-09,93,6,Smart TV,42.8,False,False,USA
search_020408,user_00158,award winning documentaries,2025-05-25,10,,Smart TV,41.1,False,False,USA
search_016605,user_03180,comedy shows,2025-05-16,20,,Mobile,17.5,False,False,Canada
search_000675,user_08615,shows with strong female leads,2025-06-17,27,1,Tablet,13.7,True,True,Canada
search_007679,user_07897,animated shows,2025-05-14,5,7,Laptop,15.0,True,False,USA
search_007715,user_06081,stand up comedy,2025-01-29,14,,Tablet,46.9,False,False,USA
search_001828,user_03559,true crime,2025-08-20,7,3,Smart TV,18.3,False,False,USA
search_006037,user_01960,family movies,2024-05-22,10,,Tablet,5.5,False,False,USA
search_003913,user_08864,classic movies,2024-10-24,36,5,Smart TV,18.9,False,False,USA
search_002789,user_04229,music documentaries,2025-11-13,35,10,Mobile,28.8,False,False,USA
search_013133,user_03863,stand up comedy,2025-09-06,22,,Laptop,22.6,False,False,Canada
search_023051,user_07472,trending now,2024-09-03,11,,Laptop,31.1,False,True,Canada
search_004773,user_01267,classic movies,2025-12-14,26,,Smart TV,29.3,False,False,USA
search_023057,user_05210,classic movies,2024-01-01,95,,Laptop,32.4,False,True,USA
search_011810,user_09179,true crime,2024-08-19,14,,Mobile,3.6,False,False,USA
search_016296,user_09103,new releases,2024-08-10,47,,Mobile,10.0,False,True,USA
search_000680,user_00284,shows with strong female leads,2024-11-11,8,10,Tablet,53.6,False,True,Canada
search_014227,user_01263,war movies,2024-10-03,98,8,Laptop,29.1,False,True,USA
search_011345,user_00128,superhero movies,2025-04-28,64,,Laptop,8.4,False,True,USA
search_008517,user_01967,superhero movies,2025-11-26,24,,Smart TV,16.0,False,False,USA
